index,D_0__Bacteria;D_1__Acidobacteria;D_2__AT-s3-28,D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia,D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4),D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 11,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 15,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 17,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 22,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 5,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6,D_0__Bacteria;D_1__Acidobacteria;D_2__Thermoanaerobaculia,D_0__Bacteria;D_1__Acidobacteria;__,D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria,D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia,D_0__Bacteria;D_1__Actinobacteria;D_2__MB-A2-108,D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia,D_0__Bacteria;D_1__Actinobacteria;__,D_0__Bacteria;D_1__Armatimonadetes;D_2__Fimbriimonadia,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia,D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria,D_0__Bacteria;D_1__Bacteroidetes;__,D_0__Bacteria;D_1__Chloroflexi;D_2__AD3,D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae,D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia,D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia,D_0__Bacteria;D_1__Chloroflexi;D_2__Gitt-GS-136,D_0__Bacteria;D_1__Chloroflexi;D_2__JG30-KF-CM66,D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96,D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria,D_0__Bacteria;D_1__Chloroflexi;D_2__OLB14,D_0__Bacteria;D_1__Chloroflexi;D_2__TK10,D_0__Bacteria;D_1__Chloroflexi;__,D_0__Bacteria;D_1__Cyanobacteria;D_2__Melainabacteria,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria,D_0__Bacteria;D_1__Cyanobacteria;D_2__Sericytochromatia,D_0__Bacteria;D_1__Deferribacteres;D_2__Deferribacteres,D_0__Bacteria;D_1__Deinococcus-Thermus;D_2__Deinococci,D_0__Bacteria;D_1__Dependentiae;D_2__Babeliae,D_0__Bacteria;D_1__Elusimicrobia;D_2__Elusimicrobia,D_0__Bacteria;D_1__Elusimicrobia;D_2__Lineage IIa,D_0__Bacteria;D_1__Elusimicrobia;D_2__Lineage IIb,D_0__Bacteria;D_1__Elusimicrobia;__,D_0__Bacteria;D_1__Fibrobacteres;D_2__Fibrobacteria,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli,D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia,D_0__Bacteria;D_1__Firmicutes;__,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes,D_0__Bacteria;D_1__Latescibacteria;D_2__Latescibacteria,D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured Acidobacterium sp.,D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured Fibrobacteres bacterium,D_0__Bacteria;D_1__Latescibacteria;__,D_0__Bacteria;D_1__Nitrospirae;D_2__4-29-1,D_0__Bacteria;D_1__Nitrospirae;D_2__Nitrospira,D_0__Bacteria;D_1__Patescibacteria;D_2__CPR2,D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia,D_0__Bacteria;D_1__Patescibacteria;D_2__WS6 (Dojkabacteria),D_0__Bacteria;D_1__Planctomycetes;D_2__OM190,D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia,D_0__Bacteria;D_1__Planctomycetes;__,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,D_0__Bacteria;D_1__Proteobacteria;__,D_0__Bacteria;D_1__Rokubacteria;D_2__NC10,D_0__Bacteria;D_1__Spirochaetes;D_2__Leptospirae,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae,D_0__Bacteria;D_1__WS2;D_2__metagenome,D_0__Bacteria;__;__,Name,Collection,State,TimePoint
ERR2654470,5.0,479.0,245.0,82.0,3.0,10.0,25.0,25.0,9.0,433.0,2.0,66.0,254.0,1174.0,0.0,22.0,433.0,360.0,2.0,568.0,9.0,0.0,55.0,114.0,73.0,18.0,31.0,23.0,73.0,21.0,0.0,43.0,0.0,5.0,19.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,32.0,393.0,19.0,0.0,65.0,14.0,4.0,0.0,23.0,7.0,34.0,0.0,24.0,3.0,0.0,0.0,20.0,0.0,1753.0,181.0,602.0,96.0,64.0,0.0,1179.0,0.0,541.0,C04D,September,control,2 months recovery
ERR2654484,0.0,344.0,256.0,77.0,0.0,0.0,9.0,19.0,10.0,279.0,0.0,71.0,123.0,649.0,2.0,15.0,258.0,193.0,0.0,376.0,5.0,0.0,46.0,48.0,26.0,15.0,13.0,4.0,42.0,9.0,2.0,38.0,0.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,6.0,7.0,287.0,10.0,0.0,29.0,14.0,7.0,0.0,34.0,2.0,30.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,1073.0,160.0,357.0,130.0,39.0,0.0,850.0,2.0,396.0,C09C,September,control,A week recovery
ERR2654479,0.0,321.0,196.0,27.0,7.0,3.0,19.0,2.0,9.0,458.0,0.0,32.0,254.0,1412.0,3.0,19.0,464.0,333.0,0.0,363.0,0.0,0.0,30.0,71.0,39.0,30.0,16.0,4.0,112.0,0.0,3.0,42.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,8.0,392.0,13.0,0.0,40.0,12.0,3.0,0.0,21.0,0.0,19.0,0.0,14.0,0.0,0.0,0.0,22.0,0.0,1424.0,103.0,515.0,64.0,40.0,0.0,762.0,0.0,444.0,C07A,September,control,Before drought
ERR2654570,0.0,342.0,142.0,44.0,8.0,0.0,14.0,3.0,10.0,413.0,0.0,30.0,252.0,1610.0,0.0,21.0,458.0,345.0,0.0,561.0,0.0,3.0,20.0,105.0,40.0,32.0,10.0,4.0,100.0,15.0,0.0,37.0,0.0,0.0,473.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,409.0,19.0,0.0,38.0,6.0,4.0,0.0,15.0,7.0,24.0,0.0,20.0,0.0,0.0,0.0,57.0,0.0,1761.0,154.0,483.0,64.0,54.0,0.0,1186.0,0.0,493.0,F08A,September,drought,Before drought
ERR2654506,0.0,635.0,317.0,68.0,7.0,4.0,19.0,25.0,27.0,514.0,0.0,57.0,327.0,1586.0,0.0,21.0,583.0,486.0,4.0,741.0,2.0,10.0,57.0,181.0,80.0,34.0,18.0,13.0,86.0,42.0,3.0,70.0,0.0,11.0,23.0,0.0,0.0,0.0,2.0,0.0,6.0,4.0,0.0,21.0,717.0,32.0,2.0,66.0,16.0,2.0,0.0,48.0,8.0,40.0,0.0,28.0,0.0,0.0,2.0,52.0,0.0,2058.0,277.0,706.0,125.0,94.0,2.0,1941.0,2.0,666.0,D06B,September,control,At the end of the drought
ERR2654442,0.0,226.0,239.0,32.0,2.0,0.0,0.0,0.0,2.0,172.0,0.0,27.0,106.0,650.0,0.0,10.0,224.0,166.0,0.0,363.0,0.0,0.0,13.0,8.0,11.0,2.0,0.0,2.0,33.0,12.0,0.0,12.0,0.0,2.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,351.0,13.0,0.0,27.0,3.0,2.0,0.0,2.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,1265.0,86.0,438.0,57.0,23.0,0.0,819.0,0.0,157.0,B05C,September,drought,A week recovery
ERR2654602,0.0,274.0,228.0,51.0,14.0,4.0,12.0,18.0,15.0,236.0,0.0,37.0,151.0,636.0,0.0,5.0,243.0,219.0,0.0,353.0,5.0,3.0,95.0,54.0,24.0,18.0,14.0,11.0,61.0,5.0,0.0,28.0,0.0,2.0,6.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,371.0,25.0,0.0,48.0,20.0,2.0,0.0,30.0,0.0,60.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,1036.0,106.0,305.0,86.0,38.0,0.0,720.0,0.0,386.0,G09C,September,control,A week recovery
ERR2654443,0.0,384.0,199.0,55.0,10.0,8.0,18.0,11.0,13.0,345.0,4.0,67.0,295.0,1657.0,4.0,14.0,578.0,459.0,0.0,751.0,2.0,4.0,44.0,75.0,69.0,8.0,16.0,6.0,100.0,22.0,0.0,54.0,0.0,8.0,27.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,34.0,518.0,40.0,2.0,60.0,14.0,4.0,0.0,11.0,11.0,11.0,0.0,11.0,3.0,3.0,0.0,70.0,0.0,2161.0,168.0,661.0,86.0,40.0,0.0,1213.0,0.0,501.0,B05D,September,control,2 months recovery
ERR2654408,0.0,485.0,193.0,87.0,9.0,6.0,7.0,16.0,16.0,401.0,0.0,58.0,277.0,1255.0,7.0,16.0,479.0,400.0,0.0,691.0,2.0,0.0,50.0,80.0,57.0,14.0,21.0,14.0,91.0,19.0,0.0,56.0,0.0,3.0,7.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,350.0,14.0,0.0,75.0,10.0,2.0,0.0,10.0,2.0,26.0,0.0,12.0,0.0,0.0,4.0,46.0,0.0,1776.0,172.0,600.0,88.0,53.0,0.0,1220.0,0.0,565.0,A04D,September,control,2 months recovery
ERR2654436,0.0,359.0,347.0,89.0,4.0,0.0,0.0,0.0,5.0,188.0,0.0,56.0,127.0,1152.0,0.0,14.0,466.0,313.0,0.0,304.0,2.0,0.0,18.0,12.0,20.0,3.0,4.0,4.0,47.0,6.0,0.0,19.0,0.0,3.0,18.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,461.0,26.0,0.0,25.0,5.0,0.0,0.0,2.0,0.0,13.0,0.0,23.0,0.0,0.0,0.0,59.0,0.0,1713.0,85.0,533.0,59.0,30.0,0.0,1291.0,0.0,208.0,B03D,September,drought,2 months recovery
ERR2654623,0.0,367.0,198.0,76.0,8.0,3.0,11.0,31.0,20.0,468.0,2.0,60.0,200.0,942.0,3.0,20.0,289.0,268.0,0.0,435.0,0.0,2.0,43.0,108.0,59.0,18.0,12.0,4.0,67.0,11.0,0.0,40.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,2.0,9.0,3.0,2.0,39.0,353.0,18.0,0.0,54.0,32.0,14.0,0.0,81.0,3.0,38.0,0.0,17.0,0.0,0.0,2.0,27.0,0.0,1450.0,202.0,435.0,132.0,42.0,0.0,1038.0,0.0,465.0,H06C,September,control,2 months recovery
ERR2654533,0.0,512.0,220.0,55.0,11.0,4.0,17.0,12.0,11.0,432.0,0.0,46.0,263.0,1535.0,2.0,29.0,541.0,444.0,0.0,603.0,4.0,0.0,67.0,118.0,70.0,21.0,22.0,19.0,87.0,24.0,5.0,55.0,0.0,2.0,20.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,606.0,44.0,0.0,69.0,18.0,0.0,0.0,15.0,8.0,26.0,0.0,11.0,3.0,0.0,0.0,30.0,0.0,1868.0,216.0,523.0,77.0,46.0,0.0,1409.0,0.0,542.0,E05D,September,control,2 months recovery
ERR2654618,2.0,158.0,52.0,7.0,4.0,0.0,4.0,9.0,16.0,260.0,0.0,28.0,105.0,540.0,0.0,2.0,222.0,121.0,0.0,114.0,0.0,0.0,3.0,38.0,20.0,8.0,0.0,2.0,46.0,2.0,0.0,11.0,0.0,2.0,39.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,116.0,13.0,0.0,8.0,3.0,3.0,0.0,8.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,813.0,61.0,175.0,38.0,23.0,0.0,608.0,0.0,203.0,H05B,September,drought,At the end of the drought
ERR2654445,0.0,152.0,57.0,20.0,4.0,0.0,4.0,4.0,3.0,151.0,0.0,12.0,153.0,837.0,2.0,19.0,296.0,196.0,0.0,192.0,0.0,0.0,7.0,39.0,19.0,8.0,12.0,0.0,37.0,5.0,0.0,19.0,0.0,0.0,37.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,6.0,206.0,21.0,2.0,19.0,0.0,0.0,0.0,8.0,2.0,10.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,881.0,78.0,253.0,34.0,20.0,0.0,524.0,0.0,197.0,B06B,September,control,At the end of the drought
ERR2654531,0.0,195.0,73.0,22.0,6.0,2.0,9.0,18.0,13.0,220.0,0.0,22.0,76.0,479.0,4.0,10.0,189.0,149.0,0.0,100.0,0.0,0.0,7.0,37.0,16.0,14.0,4.0,0.0,39.0,0.0,0.0,23.0,0.0,2.0,64.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,187.0,11.0,0.0,12.0,2.0,2.0,0.0,17.0,4.0,26.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,744.0,118.0,172.0,36.0,33.0,0.0,661.0,0.0,201.0,E05B,September,drought,At the end of the drought
ERR2654631,0.0,266.0,137.0,49.0,3.0,5.0,4.0,18.0,8.0,199.0,0.0,40.0,156.0,883.0,0.0,7.0,290.0,199.0,0.0,254.0,0.0,2.0,27.0,39.0,26.0,21.0,4.0,2.0,57.0,8.0,0.0,22.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,245.0,17.0,0.0,27.0,4.0,3.0,0.0,22.0,0.0,22.0,0.0,4.0,0.0,0.0,2.0,9.0,0.0,1110.0,108.0,302.0,55.0,27.0,0.0,646.0,0.0,290.0,H10C,September,control,A week recovery
ERR2654406,0.0,25.0,35.0,5.0,0.0,0.0,5.0,2.0,2.0,62.0,0.0,0.0,30.0,248.0,0.0,2.0,113.0,58.0,0.0,20.0,0.0,0.0,2.0,9.0,0.0,5.0,2.0,0.0,11.0,0.0,0.0,2.0,0.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,5.0,0.0,2.0,0.0,2.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,324.0,14.0,52.0,8.0,18.0,0.0,241.0,0.0,61.0,A04B,September,drought,At the end of the drought
ERR2654548,0.0,156.0,89.0,17.0,0.0,0.0,2.0,5.0,0.0,104.0,0.0,16.0,107.0,1409.0,3.0,2.0,215.0,106.0,0.0,327.0,0.0,0.0,2.0,32.0,18.0,0.0,3.0,0.0,68.0,0.0,0.0,6.0,0.0,0.0,723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,200.0,9.0,0.0,34.0,2.0,0.0,0.0,3.0,0.0,5.0,0.0,33.0,0.0,0.0,0.0,8.0,0.0,849.0,68.0,667.0,29.0,0.0,0.0,627.0,0.0,187.0,F01C,September,control,A week recovery
ERR2654604,0.0,346.0,222.0,69.0,2.0,0.0,2.0,3.0,8.0,177.0,0.0,33.0,94.0,866.0,0.0,2.0,401.0,283.0,0.0,310.0,0.0,0.0,3.0,11.0,14.0,0.0,0.0,0.0,43.0,6.0,0.0,14.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,527.0,23.0,0.0,31.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,35.0,0.0,0.0,0.0,27.0,0.0,1709.0,95.0,521.0,94.0,21.0,0.0,1180.0,0.0,216.0,G11C,September,drought,A week recovery
ERR2654451,0.0,276.0,155.0,42.0,4.0,4.0,5.0,7.0,10.0,309.0,0.0,38.0,263.0,1774.0,3.0,27.0,454.0,327.0,5.0,709.0,2.0,0.0,16.0,75.0,44.0,19.0,13.0,11.0,67.0,5.0,0.0,25.0,0.0,0.0,47.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,20.0,479.0,25.0,0.0,36.0,2.0,0.0,0.0,18.0,0.0,14.0,0.0,20.0,0.0,0.0,0.0,48.0,0.0,1649.0,144.0,519.0,105.0,47.0,0.0,1110.0,0.0,434.0,B08B,September,control,At the end of the drought
ERR2654450,0.0,501.0,286.0,59.0,8.0,0.0,15.0,6.0,15.0,629.0,0.0,60.0,360.0,2277.0,4.0,24.0,764.0,535.0,2.0,816.0,0.0,10.0,31.0,187.0,79.0,43.0,14.0,10.0,122.0,25.0,0.0,61.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,632.0,34.0,0.0,55.0,12.0,3.0,0.0,36.0,5.0,32.0,0.0,39.0,0.0,0.0,2.0,118.0,0.0,2385.0,241.0,785.0,144.0,78.0,0.0,2103.0,2.0,804.0,B08A,September,control,Before drought
ERR2654469,0.0,162.0,103.0,35.0,6.0,0.0,0.0,2.0,6.0,174.0,0.0,37.0,122.0,732.0,2.0,9.0,267.0,178.0,2.0,159.0,0.0,0.0,8.0,12.0,12.0,0.0,0.0,0.0,55.0,5.0,0.0,26.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,178.0,9.0,0.0,14.0,6.0,0.0,0.0,2.0,0.0,11.0,0.0,9.0,0.0,0.0,0.0,13.0,0.0,859.0,53.0,311.0,61.0,16.0,0.0,665.0,0.0,211.0,C04C,September,drought,A week recovery
ERR2654477,0.0,657.0,540.0,141.0,14.0,3.0,16.0,18.0,17.0,582.0,0.0,114.0,207.0,1450.0,3.0,15.0,541.0,373.0,0.0,681.0,0.0,3.0,38.0,81.0,69.0,16.0,19.0,4.0,66.0,34.0,0.0,39.0,0.0,13.0,54.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,37.0,691.0,44.0,0.0,92.0,14.0,0.0,0.0,47.0,11.0,16.0,0.0,41.0,0.0,2.0,0.0,69.0,0.0,2329.0,256.0,823.0,152.0,64.0,0.0,2184.0,2.0,621.0,C06C,September,drought,2 months recovery
ERR2654400,0.0,223.0,127.0,54.0,6.0,2.0,9.0,17.0,11.0,247.0,0.0,39.0,121.0,986.0,2.0,7.0,356.0,233.0,0.0,245.0,0.0,0.0,39.0,48.0,15.0,9.0,11.0,8.0,62.0,10.0,0.0,22.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,242.0,18.0,0.0,16.0,0.0,0.0,0.0,22.0,0.0,20.0,0.0,6.0,0.0,0.0,0.0,15.0,0.0,1262.0,84.0,358.0,60.0,38.0,0.0,781.0,0.0,333.0,A02C,September,control,A week recovery
ERR2654433,0.0,58.0,39.0,15.0,0.0,0.0,0.0,0.0,5.0,110.0,0.0,7.0,85.0,431.0,0.0,0.0,165.0,100.0,0.0,65.0,2.0,2.0,8.0,22.0,11.0,6.0,2.0,0.0,27.0,7.0,0.0,9.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,5.0,0.0,8.0,4.0,3.0,0.0,4.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,388.0,21.0,101.0,20.0,9.0,0.0,301.0,0.0,89.0,B03A,September,control,Before drought
ERR2654452,0.0,187.0,123.0,35.0,3.0,0.0,0.0,12.0,5.0,189.0,0.0,33.0,138.0,942.0,0.0,8.0,305.0,197.0,3.0,411.0,0.0,2.0,15.0,42.0,14.0,13.0,8.0,2.0,46.0,5.0,0.0,27.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,281.0,15.0,2.0,31.0,0.0,3.0,0.0,10.0,0.0,7.0,0.0,16.0,0.0,0.0,0.0,14.0,0.0,1006.0,68.0,264.0,65.0,16.0,0.0,800.0,0.0,240.0,B08C,September,control,A week recovery
ERR2654462,0.0,116.0,77.0,17.0,2.0,0.0,0.0,0.0,0.0,67.0,0.0,6.0,21.0,376.0,2.0,0.0,88.0,75.0,0.0,196.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,20.0,3.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,269.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,6.0,0.0,822.0,32.0,293.0,28.0,6.0,0.0,530.0,0.0,89.0,C02C,September,drought,A week recovery
ERR2654621,0.0,315.0,119.0,29.0,7.0,2.0,11.0,2.0,13.0,346.0,0.0,24.0,227.0,1273.0,4.0,19.0,429.0,317.0,2.0,262.0,0.0,2.0,32.0,77.0,28.0,29.0,9.0,12.0,99.0,8.0,4.0,47.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,289.0,12.0,0.0,34.0,7.0,3.0,2.0,14.0,0.0,20.0,0.0,6.0,0.0,0.0,0.0,26.0,0.0,1473.0,116.0,435.0,70.0,40.0,0.0,770.0,0.0,439.0,H06A,September,drought,Before drought
ERR2654616,0.0,319.0,198.0,76.0,7.0,2.0,2.0,5.0,10.0,226.0,0.0,48.0,182.0,942.0,2.0,19.0,359.0,244.0,0.0,250.0,0.0,0.0,31.0,42.0,25.0,12.0,12.0,11.0,40.0,7.0,0.0,20.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,253.0,13.0,0.0,41.0,12.0,0.0,0.0,8.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,1244.0,88.0,366.0,45.0,28.0,0.0,976.0,0.0,345.0,H04D,September,drought,2 months recovery
ERR2654511,0.0,278.0,161.0,40.0,10.0,2.0,14.0,4.0,13.0,486.0,0.0,32.0,183.0,1158.0,0.0,9.0,452.0,326.0,0.0,252.0,0.0,0.0,27.0,89.0,37.0,41.0,13.0,4.0,94.0,9.0,0.0,47.0,0.0,0.0,34.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,345.0,20.0,0.0,21.0,7.0,2.0,0.0,28.0,2.0,19.0,0.0,7.0,0.0,0.0,0.0,38.0,0.0,1611.0,155.0,432.0,61.0,47.0,0.0,882.0,0.0,516.0,D08A,September,drought,Before drought
ERR2654474,0.0,406.0,188.0,74.0,2.0,3.0,11.0,9.0,6.0,242.0,0.0,42.0,172.0,1066.0,2.0,9.0,318.0,267.0,0.0,336.0,0.0,0.0,32.0,74.0,30.0,14.0,11.0,6.0,48.0,21.0,2.0,28.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,11.0,416.0,24.0,0.0,47.0,9.0,0.0,0.0,6.0,5.0,17.0,0.0,6.0,2.0,0.0,0.0,20.0,0.0,1359.0,108.0,356.0,57.0,30.0,0.0,913.0,0.0,311.0,C05D,September,control,2 months recovery
ERR2654556,0.0,271.0,194.0,73.0,5.0,0.0,10.0,22.0,14.0,281.0,0.0,47.0,135.0,779.0,5.0,11.0,326.0,213.0,0.0,291.0,0.0,0.0,48.0,57.0,22.0,23.0,13.0,5.0,50.0,15.0,0.0,32.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,19.0,293.0,13.0,2.0,31.0,15.0,10.0,0.0,64.0,0.0,25.0,0.0,8.0,0.0,0.0,0.0,18.0,0.0,906.0,139.0,331.0,106.0,45.0,0.0,710.0,0.0,340.0,F03C,September,control,A week recovery
ERR2654572,0.0,526.0,319.0,71.0,8.0,0.0,0.0,0.0,4.0,189.0,0.0,52.0,158.0,1618.0,4.0,12.0,505.0,326.0,0.0,1028.0,0.0,0.0,17.0,27.0,31.0,4.0,2.0,2.0,65.0,11.0,0.0,15.0,0.0,2.0,157.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,12.0,1048.0,54.0,0.0,57.0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,174.0,0.0,0.0,0.0,53.0,0.0,2447.0,216.0,1375.0,167.0,18.0,0.0,2124.0,0.0,396.0,F08C,September,drought,A week recovery
ERR2654626,2.0,366.0,206.0,44.0,5.0,2.0,16.0,18.0,10.0,285.0,0.0,37.0,236.0,1339.0,2.0,14.0,379.0,301.0,0.0,587.0,3.0,3.0,36.0,113.0,44.0,26.0,18.0,7.0,86.0,10.0,0.0,35.0,2.0,2.0,25.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,59.0,374.0,18.0,0.0,38.0,10.0,3.0,0.0,16.0,0.0,27.0,0.0,29.0,0.0,0.0,4.0,22.0,0.0,1376.0,143.0,534.0,102.0,43.0,0.0,1228.0,0.0,454.0,H07B,September,control,At the end of the drought
ERR2654487,0.0,469.0,244.0,69.0,9.0,5.0,19.0,13.0,14.0,498.0,0.0,51.0,328.0,2298.0,2.0,20.0,632.0,398.0,0.0,907.0,2.0,8.0,29.0,152.0,46.0,31.0,21.0,14.0,142.0,11.0,0.0,67.0,0.0,0.0,227.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,534.0,33.0,0.0,63.0,5.0,5.0,0.0,17.0,4.0,35.0,0.0,106.0,0.0,0.0,0.0,36.0,2.0,2143.0,147.0,725.0,82.0,51.0,0.0,1441.0,0.0,754.0,D01A,September,drought,Before drought
ERR2654564,0.0,224.0,140.0,28.0,6.0,2.0,14.0,4.0,12.0,338.0,0.0,38.0,191.0,1151.0,3.0,13.0,344.0,288.0,0.0,401.0,0.0,0.0,22.0,79.0,35.0,12.0,9.0,2.0,86.0,8.0,2.0,33.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,306.0,8.0,4.0,19.0,7.0,0.0,0.0,6.0,0.0,14.0,0.0,4.0,0.0,0.0,0.0,17.0,0.0,1457.0,106.0,378.0,53.0,26.0,0.0,598.0,0.0,380.0,F06A,September,drought,Before drought
ERR2654569,2.0,447.0,237.0,61.0,9.0,4.0,10.0,19.0,21.0,400.0,3.0,54.0,268.0,1587.0,2.0,19.0,444.0,373.0,0.0,599.0,0.0,7.0,37.0,154.0,46.0,25.0,18.0,9.0,75.0,23.0,0.0,56.0,0.0,2.0,35.0,2.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,8.0,524.0,24.0,2.0,51.0,14.0,8.0,0.0,36.0,5.0,38.0,0.0,25.0,0.0,0.0,0.0,52.0,0.0,1476.0,195.0,654.0,109.0,52.0,0.0,1411.0,2.0,588.0,F07B,September,control,At the end of the drought
ERR2654547,0.0,225.0,110.0,31.0,4.0,2.0,7.0,6.0,15.0,311.0,0.0,15.0,206.0,1039.0,3.0,17.0,363.0,249.0,2.0,219.0,0.0,2.0,23.0,64.0,26.0,6.0,12.0,4.0,80.0,7.0,0.0,34.0,0.0,2.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,210.0,12.0,0.0,8.0,2.0,4.0,0.0,15.0,0.0,20.0,0.0,20.0,0.0,0.0,2.0,18.0,0.0,1209.0,96.0,356.0,61.0,28.0,0.0,680.0,0.0,406.0,F01B,September,control,At the end of the drought
