index,D_0__Bacteria;D_1__Acidobacteria;D_2__AT-s3-28,D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia,D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4),D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 11,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 15,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 17,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 22,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 5,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6,D_0__Bacteria;D_1__Acidobacteria;D_2__Thermoanaerobaculia,D_0__Bacteria;D_1__Acidobacteria;__,D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria,D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia,D_0__Bacteria;D_1__Actinobacteria;D_2__MB-A2-108,D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia,D_0__Bacteria;D_1__Actinobacteria;__,D_0__Bacteria;D_1__Armatimonadetes;D_2__Fimbriimonadia,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia,D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria,D_0__Bacteria;D_1__Bacteroidetes;__,D_0__Bacteria;D_1__Chloroflexi;D_2__AD3,D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae,D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia,D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia,D_0__Bacteria;D_1__Chloroflexi;D_2__Gitt-GS-136,D_0__Bacteria;D_1__Chloroflexi;D_2__JG30-KF-CM66,D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96,D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria,D_0__Bacteria;D_1__Chloroflexi;D_2__OLB14,D_0__Bacteria;D_1__Chloroflexi;D_2__TK10,D_0__Bacteria;D_1__Chloroflexi;__,D_0__Bacteria;D_1__Cyanobacteria;D_2__Melainabacteria,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria,D_0__Bacteria;D_1__Cyanobacteria;D_2__Sericytochromatia,D_0__Bacteria;D_1__Deferribacteres;D_2__Deferribacteres,D_0__Bacteria;D_1__Deinococcus-Thermus;D_2__Deinococci,D_0__Bacteria;D_1__Dependentiae;D_2__Babeliae,D_0__Bacteria;D_1__Elusimicrobia;D_2__Elusimicrobia,D_0__Bacteria;D_1__Elusimicrobia;D_2__Lineage IIa,D_0__Bacteria;D_1__Elusimicrobia;D_2__Lineage IIb,D_0__Bacteria;D_1__Elusimicrobia;__,D_0__Bacteria;D_1__Fibrobacteres;D_2__Fibrobacteria,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli,D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia,D_0__Bacteria;D_1__Firmicutes;__,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes,D_0__Bacteria;D_1__Latescibacteria;D_2__Latescibacteria,D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured Acidobacterium sp.,D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured Fibrobacteres bacterium,D_0__Bacteria;D_1__Latescibacteria;__,D_0__Bacteria;D_1__Nitrospirae;D_2__4-29-1,D_0__Bacteria;D_1__Nitrospirae;D_2__Nitrospira,D_0__Bacteria;D_1__Patescibacteria;D_2__CPR2,D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia,D_0__Bacteria;D_1__Patescibacteria;D_2__WS6 (Dojkabacteria),D_0__Bacteria;D_1__Planctomycetes;D_2__OM190,D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia,D_0__Bacteria;D_1__Planctomycetes;__,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,D_0__Bacteria;D_1__Proteobacteria;__,D_0__Bacteria;D_1__Rokubacteria;D_2__NC10,D_0__Bacteria;D_1__Spirochaetes;D_2__Leptospirae,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae,D_0__Bacteria;D_1__WS2;D_2__metagenome,D_0__Bacteria;__;__,Name,Collection,State,TimePoint
ERR2654596,3.0,553.0,410.0,116.0,9.0,0.0,12.0,5.0,2.0,454.0,0.0,90.0,240.0,1923.0,2.0,16.0,582.0,410.0,0.0,665.0,0.0,0.0,50.0,96.0,99.0,21.0,21.0,4.0,90.0,30.0,0.0,51.0,0.0,17.0,33.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,8.0,556.0,43.0,0.0,62.0,9.0,0.0,0.0,6.0,12.0,13.0,0.0,56.0,2.0,0.0,3.0,77.0,0.0,2153.0,213.0,820.0,130.0,49.0,0.0,2479.0,0.0,540.0,G06D,September,drought,2 months recovery
ERR2654495,0.0,358.0,166.0,52.0,5.0,3.0,11.0,6.0,8.0,495.0,0.0,36.0,283.0,1441.0,6.0,16.0,467.0,348.0,3.0,492.0,2.0,2.0,33.0,125.0,36.0,27.0,21.0,6.0,121.0,8.0,2.0,55.0,0.0,0.0,37.0,0.0,2.0,0.0,4.0,0.0,5.0,0.0,2.0,6.0,398.0,22.0,2.0,22.0,8.0,0.0,0.0,17.0,2.0,26.0,0.0,25.0,0.0,0.0,0.0,26.0,0.0,1485.0,160.0,526.0,85.0,54.0,0.0,1209.0,0.0,591.0,D03A,September,control,Before drought
ERR2654507,2.0,497.0,359.0,119.0,4.0,0.0,4.0,14.0,18.0,713.0,0.0,79.0,303.0,2066.0,0.0,24.0,746.0,518.0,0.0,866.0,2.0,0.0,37.0,84.0,80.0,28.0,9.0,5.0,139.0,27.0,3.0,76.0,0.0,7.0,35.0,2.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,27.0,674.0,37.0,0.0,86.0,11.0,2.0,0.0,11.0,2.0,16.0,0.0,62.0,0.0,0.0,4.0,46.0,0.0,2417.0,195.0,818.0,144.0,36.0,0.0,2121.0,0.0,718.0,D06C,September,drought,2 months recovery
ERR2654557,0.0,458.0,327.0,90.0,5.0,2.0,0.0,3.0,6.0,269.0,0.0,76.0,122.0,1341.0,3.0,8.0,588.0,373.0,0.0,490.0,0.0,0.0,12.0,41.0,32.0,3.0,4.0,0.0,47.0,8.0,0.0,12.0,0.0,7.0,51.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,7.0,649.0,42.0,0.0,33.0,6.0,0.0,0.0,0.0,4.0,6.0,0.0,107.0,0.0,0.0,0.0,64.0,0.0,2569.0,141.0,721.0,104.0,60.0,0.0,2297.0,0.0,369.0,F03D,September,drought,2 months recovery
ERR2654405,2.0,281.0,355.0,54.0,0.0,0.0,2.0,0.0,0.0,122.0,0.0,44.0,123.0,1160.0,0.0,6.0,479.0,254.0,0.0,454.0,2.0,0.0,2.0,16.0,6.0,4.0,0.0,2.0,55.0,0.0,0.0,9.0,0.0,5.0,23.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,32.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,44.0,0.0,0.0,0.0,46.0,0.0,1636.0,107.0,509.0,81.0,19.0,0.0,1518.0,0.0,258.0,A03D,September,drought,2 months recovery
ERR2654540,0.0,525.0,192.0,53.0,10.0,0.0,16.0,11.0,17.0,484.0,0.0,43.0,243.0,1913.0,4.0,21.0,504.0,384.0,2.0,581.0,0.0,4.0,28.0,142.0,66.0,23.0,14.0,5.0,112.0,18.0,2.0,57.0,0.0,2.0,50.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,565.0,24.0,2.0,44.0,5.0,2.0,0.0,32.0,5.0,34.0,0.0,8.0,0.0,0.0,2.0,63.0,0.0,1989.0,232.0,585.0,91.0,51.0,0.0,1662.0,0.0,610.0,E08A,September,drought,Before drought
ERR2654583,0.0,95.0,42.0,4.0,0.0,0.0,7.0,0.0,2.0,126.0,0.0,13.0,112.0,678.0,0.0,2.0,189.0,140.0,0.0,195.0,0.0,0.0,2.0,28.0,18.0,6.0,2.0,0.0,36.0,0.0,0.0,18.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,4.0,0.0,4.0,4.0,0.0,0.0,2.0,3.0,6.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,633.0,32.0,200.0,27.0,16.0,0.0,361.0,0.0,148.0,G03A,September,control,Before drought
ERR2654528,0.0,487.0,269.0,79.0,17.0,2.0,16.0,33.0,22.0,506.0,0.0,67.0,208.0,1343.0,3.0,14.0,388.0,311.0,0.0,732.0,3.0,5.0,59.0,77.0,48.0,22.0,14.0,11.0,67.0,13.0,2.0,47.0,0.0,4.0,11.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,6.0,679.0,38.0,0.0,63.0,30.0,5.0,2.0,98.0,6.0,54.0,0.0,22.0,0.0,0.0,0.0,25.0,0.0,1691.0,233.0,665.0,163.0,60.0,0.0,1216.0,0.0,586.0,E04C,September,control,A week recovery
ERR2654472,0.0,288.0,111.0,37.0,4.0,0.0,13.0,19.0,17.0,380.0,0.0,42.0,136.0,622.0,0.0,4.0,242.0,200.0,0.0,197.0,0.0,0.0,14.0,56.0,35.0,16.0,6.0,6.0,54.0,11.0,0.0,41.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,303.0,18.0,0.0,28.0,7.0,12.0,0.0,27.0,2.0,25.0,0.0,2.0,0.0,0.0,0.0,22.0,0.0,1051.0,132.0,260.0,49.0,64.0,0.0,1046.0,0.0,339.0,C05B,September,drought,At the end of the drought
ERR2654489,0.0,230.0,234.0,56.0,2.0,0.0,0.0,4.0,2.0,204.0,0.0,35.0,115.0,923.0,3.0,15.0,394.0,240.0,0.0,325.0,4.0,0.0,11.0,29.0,33.0,3.0,3.0,0.0,58.0,4.0,0.0,15.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,402.0,33.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,37.0,0.0,0.0,0.0,16.0,0.0,1244.0,65.0,309.0,70.0,17.0,0.0,1252.0,0.0,279.0,D01C,September,drought,A week recovery
ERR2654629,0.0,309.0,186.0,52.0,0.0,0.0,2.0,2.0,5.0,166.0,0.0,48.0,123.0,794.0,0.0,14.0,361.0,250.0,0.0,242.0,0.0,0.0,5.0,13.0,14.0,2.0,3.0,0.0,62.0,2.0,0.0,20.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,15.0,0.0,21.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,24.0,0.0,0.0,0.0,19.0,0.0,1175.0,78.0,413.0,73.0,6.0,0.0,922.0,0.0,230.0,H08C,September,drought,A week recovery
ERR2654422,0.0,419.0,383.0,98.0,4.0,0.0,5.0,7.0,8.0,222.0,0.0,52.0,131.0,1100.0,0.0,22.0,388.0,298.0,0.0,579.0,0.0,0.0,36.0,47.0,34.0,7.0,7.0,0.0,38.0,18.0,0.0,11.0,0.0,3.0,58.0,0.0,0.0,0.0,2.0,0.0,7.0,2.0,0.0,4.0,565.0,40.0,0.0,52.0,2.0,3.0,0.0,11.0,2.0,21.0,0.0,24.0,0.0,0.0,0.0,27.0,0.0,2097.0,197.0,691.0,133.0,43.0,0.0,1608.0,0.0,328.0,A09C,September,drought,A week recovery
ERR2654600,0.0,212.0,89.0,24.0,4.0,3.0,15.0,7.0,12.0,201.0,0.0,20.0,98.0,562.0,5.0,6.0,210.0,172.0,0.0,115.0,0.0,0.0,14.0,27.0,8.0,20.0,4.0,0.0,41.0,2.0,0.0,25.0,0.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,179.0,9.0,0.0,14.0,5.0,7.0,0.0,20.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,768.0,74.0,164.0,38.0,37.0,0.0,563.0,0.0,194.0,G08B,September,drought,At the end of the drought
ERR2654432,0.0,162.0,225.0,54.0,2.0,0.0,2.0,0.0,6.0,117.0,0.0,42.0,72.0,1085.0,0.0,3.0,325.0,191.0,0.0,222.0,3.0,0.0,8.0,19.0,29.0,3.0,2.0,0.0,21.0,5.0,0.0,13.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,304.0,27.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,17.0,0.0,1289.0,66.0,388.0,73.0,25.0,0.0,774.0,0.0,181.0,B02D,September,drought,2 months recovery
ERR2654455,0.0,290.0,162.0,55.0,2.0,3.0,13.0,15.0,10.0,315.0,0.0,48.0,178.0,880.0,6.0,8.0,332.0,202.0,0.0,431.0,0.0,2.0,28.0,49.0,34.0,12.0,9.0,0.0,74.0,5.0,0.0,38.0,0.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,20.0,211.0,10.0,0.0,37.0,10.0,0.0,0.0,18.0,0.0,19.0,0.0,8.0,0.0,0.0,0.0,15.0,0.0,1199.0,116.0,402.0,110.0,29.0,0.0,680.0,0.0,390.0,B11C,September,control,A week recovery
ERR2654399,0.0,109.0,82.0,32.0,2.0,0.0,6.0,10.0,0.0,157.0,0.0,18.0,87.0,382.0,2.0,4.0,173.0,116.0,0.0,109.0,0.0,0.0,23.0,38.0,9.0,11.0,5.0,7.0,22.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,4.0,0.0,8.0,10.0,2.0,0.0,2.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,580.0,53.0,180.0,41.0,36.0,0.0,354.0,0.0,126.0,A02B,September,control,At the end of the drought
ERR2654485,0.0,275.0,206.0,59.0,2.0,4.0,9.0,28.0,11.0,278.0,0.0,48.0,195.0,878.0,0.0,10.0,315.0,255.0,0.0,388.0,0.0,0.0,35.0,66.0,33.0,14.0,9.0,0.0,63.0,11.0,6.0,45.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,5.0,257.0,14.0,0.0,53.0,9.0,7.0,0.0,29.0,5.0,19.0,0.0,3.0,0.0,0.0,0.0,22.0,0.0,1175.0,93.0,354.0,109.0,33.0,0.0,851.0,4.0,372.0,C10C,September,control,A week recovery
ERR2654481,0.0,434.0,201.0,51.0,5.0,2.0,22.0,12.0,6.0,570.0,0.0,49.0,294.0,1627.0,0.0,20.0,555.0,391.0,0.0,428.0,0.0,2.0,11.0,121.0,59.0,33.0,8.0,5.0,105.0,5.0,0.0,62.0,0.0,0.0,41.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,411.0,35.0,0.0,33.0,14.0,0.0,0.0,18.0,2.0,21.0,0.0,25.0,0.0,0.0,0.0,28.0,0.0,1834.0,186.0,483.0,87.0,44.0,0.0,1503.0,0.0,573.0,C08A,September,control,Before drought
ERR2654542,0.0,308.0,168.0,42.0,8.0,4.0,6.0,7.0,6.0,222.0,0.0,34.0,149.0,789.0,0.0,12.0,294.0,236.0,0.0,240.0,0.0,3.0,34.0,33.0,35.0,20.0,16.0,8.0,43.0,13.0,2.0,31.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,363.0,17.0,0.0,27.0,7.0,4.0,0.0,24.0,0.0,15.0,0.0,4.0,0.0,0.0,0.0,13.0,0.0,1054.0,121.0,278.0,55.0,52.0,0.0,784.0,0.0,265.0,E08C,September,drought,A week recovery
ERR2654402,0.0,454.0,215.0,64.0,4.0,0.0,11.0,4.0,11.0,569.0,0.0,47.0,277.0,1754.0,0.0,19.0,493.0,322.0,0.0,598.0,0.0,0.0,26.0,140.0,71.0,37.0,11.0,8.0,105.0,26.0,0.0,50.0,0.0,6.0,343.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,494.0,29.0,0.0,29.0,10.0,6.0,0.0,29.0,0.0,22.0,0.0,43.0,2.0,0.0,0.0,90.0,0.0,1731.0,159.0,649.0,135.0,61.0,0.0,1638.0,0.0,558.0,A03A,September,control,Before drought
ERR2654453,0.0,165.0,139.0,21.0,3.0,0.0,5.0,8.0,5.0,180.0,2.0,26.0,183.0,1285.0,2.0,12.0,339.0,193.0,3.0,379.0,4.0,0.0,4.0,42.0,32.0,9.0,2.0,4.0,63.0,2.0,0.0,26.0,0.0,0.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,296.0,13.0,0.0,26.0,5.0,0.0,0.0,6.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,15.0,0.0,1172.0,71.0,316.0,57.0,13.0,0.0,684.0,0.0,239.0,B09C,September,control,A week recovery
ERR2654576,2.0,408.0,169.0,42.0,7.0,3.0,27.0,6.0,14.0,554.0,2.0,35.0,294.0,2056.0,4.0,26.0,614.0,409.0,0.0,672.0,3.0,2.0,25.0,122.0,52.0,30.0,12.0,2.0,136.0,10.0,7.0,50.0,2.0,2.0,118.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,487.0,25.0,0.0,38.0,5.0,3.0,0.0,28.0,6.0,23.0,0.0,25.0,3.0,0.0,0.0,32.0,0.0,2119.0,205.0,818.0,105.0,43.0,0.0,1201.0,0.0,664.0,G01A,September,control,Before drought
ERR2654534,0.0,469.0,199.0,64.0,7.0,2.0,14.0,11.0,24.0,636.0,2.0,43.0,362.0,1808.0,4.0,17.0,681.0,479.0,0.0,445.0,2.0,2.0,32.0,92.0,67.0,51.0,16.0,10.0,135.0,14.0,2.0,73.0,0.0,2.0,66.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,3.0,5.0,535.0,27.0,2.0,43.0,10.0,0.0,0.0,37.0,7.0,30.0,2.0,10.0,0.0,2.0,2.0,48.0,0.0,1797.0,219.0,572.0,99.0,47.0,0.0,1257.0,0.0,677.0,E06A,September,drought,Before drought
ERR2654524,0.0,575.0,301.0,95.0,7.0,6.0,13.0,20.0,17.0,427.0,0.0,84.0,230.0,1319.0,0.0,27.0,400.0,353.0,0.0,627.0,2.0,2.0,67.0,133.0,51.0,17.0,32.0,16.0,100.0,7.0,2.0,51.0,0.0,5.0,43.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,409.0,24.0,0.0,65.0,16.0,9.0,2.0,40.0,5.0,48.0,0.0,15.0,0.0,0.0,5.0,22.0,0.0,1746.0,225.0,629.0,133.0,79.0,0.0,1113.0,2.0,630.0,E02D,September,control,2 months recovery
ERR2654398,0.0,76.0,44.0,4.0,0.0,0.0,3.0,0.0,2.0,68.0,0.0,16.0,116.0,965.0,3.0,5.0,235.0,152.0,0.0,359.0,0.0,0.0,3.0,26.0,6.0,2.0,2.0,0.0,37.0,4.0,0.0,6.0,0.0,0.0,188.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,137.0,6.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,8.0,0.0,756.0,33.0,203.0,14.0,12.0,0.0,438.0,0.0,172.0,A02A,September,control,Before drought
ERR2654508,0.0,486.0,370.0,126.0,11.0,0.0,35.0,15.0,19.0,590.0,2.0,93.0,262.0,1344.0,2.0,11.0,430.0,363.0,6.0,738.0,14.0,0.0,87.0,162.0,92.0,34.0,24.0,16.0,103.0,35.0,2.0,63.0,0.0,2.0,16.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,20.0,554.0,45.0,0.0,87.0,32.0,10.0,0.0,34.0,4.0,44.0,0.0,28.0,0.0,0.0,2.0,19.0,0.0,1680.0,230.0,711.0,117.0,72.0,0.0,1370.0,0.0,633.0,D06D,September,drought,2 months recovery
