index,D_0__Archaea,D_0__Bacteria,Library_Name,SRA_Sample,env_biome,env_feature,env_material,host
SRR2107445,3.0,67755.0,JE.TC.27,SRS995508,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR2107446,2.0,59262.0,JE.TC.28,SRS995514,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR2107447,1.0,61008.0,JE.TC.29,SRS995512,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR2107448,0.0,64140.0,JE.TC.30,SRS995516,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR2107454,243.0,62153.0,JE.TC.31,SRS995515,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR2107455,158.0,59930.0,JE.TC.32,SRS995518,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR2107456,122.0,38507.0,JE.TC.33,SRS995520,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR2107457,34.0,78561.0,JE.TC.34,SRS995522,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR2107458,35.0,112748.0,JE.TC.35,SRS995523,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR2107459,16.0,78433.0,JE.TC.36,SRS995527,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR2107460,4.0,50693.0,JE.TC.37,SRS995525,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR2107461,10.0,67243.0,JE.TC.38,SRS995528,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR2107462,0.0,91948.0,JE.TC.4,SRS995530,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR2107463,0.0,72326.0,JE.TC.40,SRS995534,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR2107464,2.0,70716.0,JE.TC.41,SRS995533,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR2107465,232.0,71452.0,JE.TC.42,SRS995531,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR2107466,165.0,95247.0,JE.TC.43,SRS995537,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR2107467,454.0,101413.0,JE.TC.44,SRS995536,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR2107468,98.0,77139.0,JE.TC.45,SRS995538,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR2107469,72.0,61688.0,JE.TC.46,SRS995541,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR2107470,1.0,84197.0,JE.TC.47,SRS995540,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR2107471,70.0,59452.0,JE.TC.48,SRS995547,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR2107472,38.0,59896.0,JE.TC.49,SRS995544,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR2107473,0.0,64407.0,JE.TC.5,SRS995542,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR2107474,91.0,53058.0,JE.TC.50,SRS995543,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR2107475,25.0,87545.0,JE.TC.51,SRS995549,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR2107476,10.0,64314.0,JE.TC.52,SRS995548,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR2107477,17.0,74539.0,JE.TC.53,SRS995551,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR2107478,4.0,93145.0,JE.TC.54,SRS995555,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR2107479,0.0,82540.0,JE.TC.55,SRS995557,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR2107480,1.0,75247.0,JE.TC.56,SRS995556,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR2107481,283.0,80662.0,JE.TC.57,SRS995565,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR2107482,288.0,76975.0,JE.TC.58,SRS995569,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR2107483,155.0,41851.0,JE.TC.59,SRS995566,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR2107484,110.0,42987.0,JE.TC.60,SRS995572,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR2107485,84.0,42414.0,JE.TC.61,SRS995578,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR2107486,0.0,134208.0,JE.TC.6,SRS995573,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR2107487,106.0,45225.0,JE.TC.62,SRS995575,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR2107488,7.0,46456.0,JE.TC.63,SRS995577,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR2107489,35.0,54366.0,JE.TC.64,SRS995576,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR2107490,48.0,106986.0,JE.TC.65,SRS995579,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR2107491,0.0,79925.0,JE.TC.66,SRS995581,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR2107492,3.0,62647.0,JE.TC.67,SRS995580,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR2107493,1.0,79553.0,JE.TC.68,SRS995590,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR2107494,253.0,51608.0,JE.TC.69,SRS995589,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR2107495,233.0,118952.0,JE.TC.7,SRS995588,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR2107496,287.0,51271.0,JE.TC.70,SRS995587,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR2107498,136.0,41762.0,JE.TC.72,SRS995584,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR2107499,82.0,67868.0,JE.TC.73,SRS995583,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR2107500,73.0,37857.0,JE.TC.74,SRS995592,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR2107501,57.0,56691.0,JE.TC.75,SRS995593,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR2107502,39.0,45221.0,JE.TC.76,SRS995594,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR2107503,21.0,53909.0,JE.TC.77,SRS995595,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR2107504,4.0,84929.0,JE.TC.78,SRS995598,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR2107505,1.0,94373.0,JE.TC.79,SRS995596,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR2107506,217.0,106048.0,JE.TC.8,SRS995599,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR2107507,5.0,62250.0,JE.TC.80,SRS995602,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR2110714,260.0,56924.0,JE.TC.81,SRS995601,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR2111742,244.0,54257.0,JE.TC.82,SRS995603,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR2112665,401.0,61099.0,JE.TC.83,SRS995605,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR2113669,183.0,94259.0,JE.TC.9,SRS995604,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR2107497,185.0,44786.0,JE.TC.71,SRS995586,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
