index,D_0__Archaea;D_1__Euryarchaeota;D_2__Thermoplasmata,D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria,D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia,D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4),D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 15,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 17,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 22,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 25,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 5,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6,D_0__Bacteria;D_1__Acidobacteria;D_2__Thermoanaerobaculia,D_0__Bacteria;D_1__Actinobacteria;D_2__0319-7L14,D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria,D_0__Bacteria;D_1__Actinobacteria;D_2__MB-A2-108,D_0__Bacteria;D_1__Actinobacteria;D_2__Rubrobacteria,D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia,D_0__Bacteria;D_1__Actinobacteria;__,D_0__Bacteria;D_1__Armatimonadetes;D_2__Fimbriimonadia,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia,D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria,D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae,D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia,D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia,D_0__Bacteria;D_1__Chloroflexi;D_2__Gitt-GS-136,D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96,D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria,D_0__Bacteria;D_1__Chloroflexi;D_2__OLB14,D_0__Bacteria;D_1__Chloroflexi;D_2__P2-11E,D_0__Bacteria;D_1__Chloroflexi;D_2__TK10,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria,D_0__Bacteria;D_1__Cyanobacteria;D_2__Sericytochromatia,D_0__Bacteria;D_1__Elusimicrobia;D_2__Lineage IIb,D_0__Bacteria;D_1__Entotheonellaeota;D_2__Entotheonellia,D_0__Bacteria;D_1__Fibrobacteres;D_2__Fibrobacteria,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli,D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__AKAU4049,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__BD2-11 terrestrial group,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Longimicrobia,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__S0134 terrestrial group,D_0__Bacteria;D_1__Latescibacteria;D_2__metagenome,D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured Planctomycetales bacterium,D_0__Bacteria;D_1__Nitrospirae;D_2__Nitrospira,D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia,D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae,D_0__Bacteria;D_1__Planctomycetes;D_2__Pla4 lineage,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,D_0__Bacteria;D_1__Rokubacteria;D_2__NC10,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae,D_0__Bacteria;D_1__WPS-2;D_2__metagenome,Stage,TimePoint,Species,State
SRR6764417,0.0,4.0,18.0,84.0,7.0,0.0,0.0,2.0,2.0,0.0,58.0,0.0,0.0,10.0,161.0,0.0,4.0,19.0,0.0,0.0,49.0,2.0,18.0,24.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,287.0,3.0,0.0,0.0,31.0,0.0,6.0,0.0,0.0,53.0,0.0,5.0,0.0,0.0,189.0,29.0,72.0,0.0,45.0,0.0,Pre_flowering,TP6,RT430,Drought
SRR6764670,0.0,0.0,75.0,294.0,19.0,0.0,0.0,9.0,3.0,6.0,255.0,8.0,0.0,26.0,522.0,0.0,16.0,9.0,0.0,10.0,453.0,4.0,24.0,50.0,0.0,3.0,22.0,9.0,0.0,0.0,2.0,6.0,0.0,0.0,16.0,0.0,774.0,3.0,0.0,1.0,170.0,0.0,66.0,0.0,0.0,240.0,38.0,6.0,0.0,4.0,770.0,123.0,478.0,9.0,127.0,0.0,Post_flowering,TP9,RT430,Watered
SRR6764928,1.0,1.0,79.0,221.0,19.0,0.0,2.0,0.0,10.0,8.0,277.0,5.0,4.0,30.0,161.0,1.0,6.0,3.0,0.0,0.0,205.0,0.0,32.0,37.0,5.0,4.0,16.0,0.0,9.0,0.0,0.0,3.0,4.0,3.0,19.0,0.0,362.0,0.0,0.0,4.0,76.0,0.0,38.0,2.0,0.0,113.0,0.0,6.0,0.0,0.0,355.0,66.0,231.0,12.0,39.0,0.0,Pre_flowering,TP9,RT430,Recovery
SRR6764378,0.0,0.0,44.0,112.0,13.0,0.0,0.0,0.0,3.0,0.0,158.0,4.0,0.0,9.0,234.0,0.0,6.0,12.0,0.0,4.0,162.0,0.0,9.0,26.0,0.0,7.0,15.0,3.0,0.0,0.0,3.0,7.0,3.0,0.0,6.0,0.0,402.0,3.0,0.0,0.0,80.0,0.0,22.0,0.0,0.0,70.0,2.0,8.0,0.0,0.0,359.0,34.0,245.0,1.0,54.0,0.0,Pre_flowering,TP12,RT430,Recovery
SRR6764905,0.0,0.0,24.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,2.0,2.0,118.0,0.0,6.0,4.0,0.0,0.0,38.0,0.0,18.0,19.0,4.0,7.0,20.0,2.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,23.0,0.0,2.0,0.0,0.0,71.0,3.0,6.0,0.0,0.0,134.0,25.0,88.0,0.0,24.0,0.0,Post_flowering,TP14,RT430,Drought
SRR6764562,0.0,0.0,41.0,80.0,5.0,0.0,0.0,0.0,1.0,0.0,65.0,2.0,0.0,8.0,163.0,0.0,5.0,14.0,0.0,0.0,98.0,0.0,7.0,22.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,270.0,2.0,0.0,0.0,44.0,0.0,20.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,214.0,43.0,115.0,6.0,40.0,0.0,Control,TP2,RT431,Watrered
SRR6764560,2.0,0.0,56.0,117.0,11.0,2.0,0.0,0.0,0.0,2.0,80.0,5.0,3.0,8.0,310.0,0.0,8.0,23.0,0.0,2.0,112.0,0.0,16.0,29.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,18.0,0.0,487.0,3.0,0.0,2.0,99.0,0.0,36.0,0.0,0.0,73.0,0.0,10.0,4.0,0.0,269.0,77.0,162.0,3.0,42.0,0.0,Control,TP2,BT642,Watrered
SRR6765075,3.0,4.0,46.0,226.0,14.0,0.0,2.0,3.0,4.0,11.0,113.0,4.0,5.0,22.0,167.0,0.0,10.0,21.0,0.0,5.0,123.0,0.0,30.0,32.0,5.0,10.0,18.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,8.0,0.0,338.0,0.0,0.0,3.0,64.0,0.0,9.0,0.0,0.0,104.0,7.0,9.0,0.0,0.0,315.0,84.0,195.0,12.0,39.0,0.0,Post_flowering,TP11,RT430,Drought
SRR6764697,0.0,0.0,33.0,103.0,1.0,0.0,0.0,0.0,2.0,4.0,101.0,0.0,0.0,10.0,213.0,0.0,8.0,19.0,0.0,2.0,53.0,0.0,9.0,26.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,8.0,0.0,415.0,2.0,0.0,3.0,52.0,0.0,10.0,0.0,0.0,46.0,0.0,3.0,0.0,0.0,230.0,28.0,81.0,4.0,37.0,0.0,Pre_flowering,TP7,BT642,Drought
SRR6765016,4.0,0.0,66.0,215.0,16.0,0.0,3.0,2.0,4.0,5.0,128.0,7.0,0.0,19.0,251.0,0.0,11.0,7.0,0.0,0.0,173.0,0.0,55.0,36.0,6.0,1.0,19.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,701.0,0.0,0.0,0.0,99.0,0.0,45.0,0.0,0.0,75.0,4.0,5.0,1.0,0.0,323.0,93.0,189.0,6.0,30.0,0.0,Control,TP3,BT642,Watrered
SRR6764922,1.0,2.0,44.0,172.0,18.0,0.0,3.0,2.0,2.0,8.0,174.0,2.0,2.0,4.0,131.0,0.0,6.0,5.0,0.0,10.0,152.0,0.0,22.0,36.0,0.0,3.0,14.0,2.0,1.0,0.0,3.0,28.0,0.0,0.0,10.0,0.0,233.0,0.0,0.0,3.0,90.0,0.0,22.0,0.0,0.0,108.0,0.0,8.0,4.0,0.0,295.0,54.0,199.0,9.0,57.0,0.0,Control,TP13,BT642,Watrered
SRR6764627,0.0,0.0,68.0,392.0,28.0,0.0,0.0,0.0,24.0,10.0,211.0,10.0,18.0,73.0,396.0,8.0,6.0,45.0,0.0,4.0,354.0,0.0,92.0,60.0,9.0,20.0,59.0,9.0,10.0,0.0,5.0,3.0,0.0,3.0,15.0,0.0,413.0,3.0,1.0,2.0,104.0,0.0,30.0,0.0,0.0,191.0,25.0,52.0,0.0,0.0,535.0,106.0,329.0,3.0,222.0,0.0,Post_flowering,TP16,BT642,Drought
SRR6764998,0.0,0.0,39.0,192.0,20.0,0.0,0.0,0.0,0.0,4.0,108.0,2.0,0.0,11.0,90.0,0.0,2.0,6.0,0.0,0.0,182.0,1.0,19.0,18.0,8.0,2.0,7.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,10.0,0.0,127.0,0.0,0.0,0.0,70.0,0.0,34.0,0.0,0.0,129.0,5.0,13.0,0.0,0.0,120.0,59.0,144.0,0.0,60.0,0.0,Control,TP8,BT642,Watrered
SRR6764402,3.0,0.0,76.0,354.0,27.0,0.0,0.0,9.0,6.0,4.0,233.0,8.0,2.0,21.0,153.0,2.0,2.0,8.0,0.0,0.0,319.0,0.0,49.0,31.0,8.0,11.0,27.0,0.0,9.0,0.0,7.0,0.0,0.0,0.0,11.0,0.0,319.0,0.0,2.0,1.0,134.0,0.0,57.0,0.0,0.0,173.0,7.0,23.0,8.0,0.0,318.0,74.0,365.0,17.0,68.0,0.0,Control,TP16,BT642,Watrered
SRR6764501,15.0,14.0,23.0,166.0,4.0,0.0,0.0,0.0,0.0,2.0,76.0,0.0,0.0,17.0,160.0,0.0,4.0,0.0,0.0,3.0,62.0,0.0,1.0,17.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,154.0,0.0,0.0,0.0,42.0,0.0,6.0,0.0,0.0,72.0,0.0,3.0,0.0,0.0,156.0,23.0,96.0,0.0,53.0,0.0,Pre_flowering,TP5,RT430,Drought
SRR6765046,0.0,0.0,36.0,178.0,10.0,0.0,0.0,0.0,8.0,4.0,138.0,0.0,3.0,6.0,163.0,0.0,2.0,4.0,0.0,0.0,119.0,0.0,31.0,34.0,12.0,5.0,13.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,382.0,0.0,0.0,2.0,43.0,0.0,28.0,0.0,0.0,142.0,0.0,11.0,0.0,0.0,226.0,70.0,130.0,0.0,26.0,0.0,Pre_flowering,TP10,BT642,Recovery
SRR6765073,0.0,0.0,41.0,148.0,12.0,0.0,0.0,0.0,5.0,11.0,83.0,2.0,0.0,8.0,56.0,0.0,0.0,4.0,0.0,0.0,52.0,2.0,10.0,13.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,165.0,0.0,0.0,2.0,30.0,0.0,15.0,0.0,0.0,76.0,2.0,2.0,0.0,0.0,156.0,49.0,112.0,8.0,19.0,0.0,Pre_flowering,TP11,BT642,Recovery
SRR6764865,0.0,9.0,49.0,192.0,12.0,0.0,0.0,0.0,9.0,4.0,134.0,4.0,9.0,14.0,207.0,0.0,4.0,18.0,0.0,0.0,133.0,0.0,39.0,44.0,4.0,9.0,33.0,0.0,4.0,0.0,2.0,25.0,4.0,0.0,6.0,0.0,375.0,2.0,0.0,0.0,47.0,0.0,14.0,2.0,0.0,135.0,8.0,12.0,0.0,0.0,316.0,67.0,182.0,6.0,48.0,0.0,Post_flowering,TP11,RT430,Drought
SRR6764995,0.0,2.0,42.0,190.0,11.0,0.0,0.0,0.0,0.0,4.0,75.0,3.0,0.0,15.0,93.0,0.0,0.0,3.0,0.0,3.0,159.0,0.0,26.0,14.0,3.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,153.0,0.0,0.0,2.0,39.0,0.0,18.0,0.0,0.0,107.0,13.0,10.0,0.0,0.0,145.0,37.0,117.0,3.0,48.0,0.0,Post_flowering,TP8,RT430,Watered
SRR6764839,0.0,0.0,60.0,271.0,21.0,0.0,2.0,2.0,7.0,4.0,210.0,5.0,2.0,18.0,125.0,0.0,5.0,6.0,0.0,4.0,305.0,3.0,35.0,32.0,5.0,2.0,19.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,11.0,0.0,205.0,0.0,0.0,0.0,105.0,0.0,55.0,3.0,0.0,140.0,26.0,15.0,0.0,0.0,274.0,102.0,218.0,4.0,96.0,0.0,Control,TP10,RT430,Watrered
SRR6765061,0.0,0.0,27.0,146.0,4.0,0.0,0.0,0.0,8.0,0.0,70.0,2.0,0.0,10.0,141.0,0.0,0.0,3.0,0.0,0.0,109.0,0.0,36.0,33.0,0.0,6.0,24.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,440.0,0.0,0.0,0.0,23.0,0.0,9.0,0.0,0.0,135.0,2.0,7.0,0.0,0.0,249.0,31.0,112.0,2.0,31.0,0.0,Post_flowering,TP10,BT642,Drought
SRR6764999,0.0,0.0,13.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,4.0,76.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,183.0,0.0,0.0,0.0,32.0,0.0,12.0,0.0,0.0,138.0,0.0,19.0,0.0,0.0,116.0,6.0,107.0,0.0,67.0,0.0,Control,TP8,BT642,Watrered
SRR6764585,3.0,2.0,38.0,233.0,36.0,0.0,0.0,2.0,0.0,5.0,186.0,5.0,0.0,7.0,44.0,2.0,3.0,2.0,0.0,7.0,177.0,2.0,14.0,15.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,57.0,0.0,0.0,0.0,68.0,0.0,28.0,0.0,0.0,100.0,2.0,6.0,0.0,0.0,248.0,40.0,208.0,9.0,65.0,0.0,Pre_flowering,TP17,RT430,Recovery
SRR6764931,0.0,4.0,57.0,181.0,30.0,0.0,6.0,0.0,7.0,4.0,177.0,3.0,2.0,14.0,237.0,8.0,6.0,7.0,0.0,0.0,162.0,0.0,29.0,45.0,9.0,0.0,13.0,6.0,6.0,0.0,2.0,5.0,0.0,0.0,12.0,0.0,389.0,0.0,0.0,4.0,95.0,0.0,25.0,0.0,0.0,127.0,4.0,11.0,0.0,0.0,353.0,79.0,246.0,14.0,65.0,3.0,Post_flowering,TP9,BT642,Watered
SRR6765017,0.0,0.0,79.0,671.0,11.0,0.0,0.0,0.0,2.0,11.0,117.0,18.0,4.0,15.0,311.0,0.0,7.0,13.0,0.0,1.0,202.0,3.0,66.0,61.0,6.0,3.0,14.0,3.0,5.0,0.0,1.0,4.0,0.0,0.0,14.0,0.0,512.0,0.0,0.0,13.0,69.0,0.0,30.0,2.0,0.0,70.0,2.0,2.0,0.0,0.0,508.0,173.0,415.0,2.0,53.0,0.0,Control,TP3,BT642,Watrered
SRR6764354,1.0,4.0,21.0,222.0,13.0,0.0,0.0,0.0,2.0,1.0,141.0,2.0,7.0,9.0,154.0,0.0,6.0,5.0,0.0,2.0,104.0,0.0,7.0,24.0,0.0,6.0,22.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,2.0,67.0,0.0,15.0,0.0,0.0,68.0,9.0,2.0,0.0,0.0,252.0,20.0,114.0,0.0,91.0,0.0,Post_flowering,TP17,RT430,Drought
SRR6764397,0.0,0.0,16.0,99.0,6.0,0.0,0.0,0.0,0.0,2.0,67.0,3.0,2.0,8.0,115.0,3.0,5.0,13.0,0.0,2.0,63.0,0.0,8.0,22.0,0.0,9.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,196.0,2.0,0.0,0.0,22.0,0.0,13.0,0.0,0.0,67.0,0.0,4.0,0.0,0.0,169.0,19.0,92.0,2.0,61.0,0.0,Post_flowering,TP16,BT642,Drought
SRR6764866,0.0,1.0,77.0,241.0,21.0,2.0,5.0,0.0,10.0,9.0,202.0,2.0,6.0,19.0,220.0,3.0,6.0,18.0,0.0,3.0,162.0,0.0,35.0,36.0,8.0,5.0,34.0,0.0,0.0,0.0,0.0,43.0,2.0,0.0,14.0,0.0,352.0,6.0,0.0,0.0,66.0,0.0,23.0,2.0,0.0,102.0,6.0,8.0,0.0,0.0,379.0,81.0,201.0,13.0,54.0,2.0,Post_flowering,TP11,BT642,Drought
SRR6764823,0.0,0.0,38.0,82.0,2.0,0.0,0.0,0.0,2.0,4.0,83.0,2.0,3.0,9.0,134.0,0.0,5.0,5.0,0.0,0.0,64.0,0.0,15.0,9.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,384.0,0.0,0.0,1.0,49.0,0.0,16.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,234.0,50.0,160.0,2.0,30.0,0.0,Control,TP1,BT642,Watrered
SRR6764929,1.0,2.0,70.0,182.0,15.0,0.0,3.0,0.0,11.0,6.0,223.0,6.0,2.0,10.0,221.0,3.0,5.0,7.0,0.0,5.0,170.0,2.0,30.0,28.0,8.0,1.0,25.0,6.0,9.0,0.0,4.0,24.0,0.0,0.0,13.0,0.0,409.0,2.0,0.0,5.0,101.0,0.0,20.0,2.0,2.0,123.0,2.0,6.0,0.0,0.0,324.0,94.0,252.0,10.0,57.0,3.0,Control,TP9,BT642,Watrered
SRR6765015,10.0,4.0,61.0,191.0,19.0,0.0,3.0,0.0,4.0,8.0,149.0,1.0,5.0,15.0,296.0,3.0,4.0,11.0,4.0,2.0,171.0,4.0,67.0,40.0,0.0,9.0,16.0,6.0,0.0,0.0,4.0,9.0,0.0,0.0,23.0,0.0,557.0,6.0,0.0,7.0,109.0,5.0,68.0,0.0,0.0,118.0,0.0,11.0,3.0,0.0,469.0,111.0,314.0,8.0,62.0,0.0,Control,TP3,RT430,Watrered
SRR6765023,5.0,3.0,77.0,156.0,19.0,0.0,0.0,0.0,0.0,3.0,155.0,5.0,8.0,12.0,807.0,0.0,6.0,24.0,0.0,0.0,144.0,3.0,30.0,23.0,0.0,4.0,11.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,10.0,0.0,652.0,0.0,0.0,3.0,81.0,0.0,33.0,0.0,0.0,86.0,0.0,11.0,1.0,0.0,415.0,89.0,232.0,6.0,47.0,0.0,Pre_flowering,TP3,BT643,Watered
SRR6764843,0.0,1.0,43.0,207.0,9.0,0.0,0.0,0.0,10.0,6.0,111.0,0.0,0.0,14.0,159.0,0.0,3.0,6.0,0.0,2.0,126.0,0.0,24.0,20.0,6.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,5.0,0.0,249.0,0.0,0.0,0.0,34.0,0.0,14.0,0.0,0.0,74.0,5.0,8.0,0.0,0.0,229.0,44.0,104.0,2.0,26.0,0.0,Post_flowering,TP10,BT642,Drought
SRR6764919,1.0,0.0,59.0,149.0,10.0,0.0,0.0,0.0,0.0,0.0,121.0,2.0,6.0,2.0,167.0,0.0,8.0,7.0,2.0,2.0,124.0,0.0,12.0,27.0,0.0,12.0,12.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,243.0,0.0,0.0,5.0,75.0,0.0,24.0,0.0,0.0,122.0,6.0,13.0,0.0,0.0,319.0,63.0,236.0,2.0,62.0,0.0,Pre_flowering,TP13,RT430,Recovery
SRR6764586,2.0,2.0,74.0,245.0,32.0,0.0,2.0,0.0,3.0,15.0,188.0,0.0,2.0,7.0,72.0,0.0,2.0,2.0,0.0,6.0,236.0,0.0,31.0,17.0,2.0,3.0,13.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,58.0,0.0,0.0,3.0,109.0,2.0,27.0,0.0,2.0,117.0,0.0,13.0,2.0,0.0,231.0,68.0,432.0,15.0,86.0,0.0,Control,TP17,RT430,Watrered
SRR6764550,1.0,3.0,45.0,225.0,7.0,0.0,0.0,0.0,0.0,0.0,80.0,2.0,0.0,5.0,84.0,0.0,5.0,2.0,0.0,4.0,133.0,0.0,5.0,15.0,0.0,2.0,10.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,155.0,0.0,0.0,0.0,45.0,0.0,16.0,0.0,0.0,152.0,0.0,5.0,0.0,0.0,155.0,27.0,138.0,1.0,56.0,0.0,Control,TP7,RT430,Watrered
SRR6764747,0.0,0.0,46.0,150.0,9.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,13.0,131.0,0.0,6.0,4.0,0.0,6.0,181.0,0.0,20.0,17.0,2.0,2.0,8.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,190.0,0.0,0.0,3.0,74.0,0.0,19.0,0.0,0.0,111.0,2.0,9.0,0.0,0.0,228.0,71.0,273.0,7.0,74.0,0.0,Pre_flowering,TP17,BT642,Recovery
SRR6764871,0.0,0.0,25.0,160.0,5.0,0.0,0.0,0.0,0.0,0.0,78.0,42.0,6.0,8.0,138.0,0.0,4.0,4.0,0.0,0.0,116.0,0.0,30.0,59.0,5.0,3.0,8.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,114.0,0.0,0.0,0.0,24.0,0.0,6.0,0.0,0.0,55.0,9.0,13.0,0.0,0.0,156.0,26.0,114.0,0.0,70.0,0.0,Post_flowering,TP11,BT642,Drought
SRR6764971,0.0,0.0,19.0,44.0,10.0,0.0,0.0,0.0,0.0,4.0,68.0,0.0,0.0,4.0,65.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,8.0,17.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,135.0,0.0,0.0,0.0,31.0,0.0,7.0,0.0,0.0,63.0,0.0,2.0,0.0,0.0,142.0,15.0,124.0,0.0,36.0,0.0,Control,TP14,BT642,Watrered
SRR6764422,0.0,0.0,22.0,163.0,7.0,0.0,0.0,0.0,2.0,0.0,94.0,2.0,2.0,6.0,205.0,0.0,4.0,6.0,0.0,6.0,91.0,0.0,10.0,26.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,225.0,0.0,0.0,0.0,29.0,0.0,7.0,0.0,0.0,46.0,0.0,9.0,0.0,0.0,228.0,27.0,110.0,4.0,69.0,0.0,Pre_flowering,TP6,BT642,Drought
SRR6764924,8.0,4.0,90.0,250.0,32.0,0.0,0.0,0.0,0.0,9.0,270.0,9.0,4.0,11.0,355.0,0.0,20.0,18.0,0.0,7.0,242.0,3.0,39.0,45.0,0.0,14.0,26.0,5.0,4.0,0.0,3.0,10.0,0.0,0.0,17.0,0.0,595.0,0.0,0.0,6.0,124.0,0.0,68.0,0.0,0.0,186.0,0.0,16.0,6.0,1.0,482.0,111.0,315.0,14.0,123.0,0.0,Pre_flowering,TP13,BT642,Recovery
SRR6765078,0.0,0.0,34.0,92.0,13.0,0.0,2.0,0.0,3.0,8.0,114.0,0.0,0.0,8.0,139.0,2.0,4.0,4.0,0.0,0.0,111.0,0.0,17.0,8.0,1.0,2.0,9.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,199.0,0.0,0.0,0.0,68.0,0.0,17.0,2.0,0.0,64.0,0.0,2.0,0.0,0.0,201.0,61.0,164.0,4.0,32.0,0.0,Control,TP11,BT642,Watrered
SRR6764913,9.0,8.0,17.0,91.0,2.0,0.0,0.0,0.0,1.0,0.0,70.0,2.0,0.0,4.0,117.0,0.0,0.0,4.0,0.0,3.0,133.0,0.0,4.0,9.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,269.0,0.0,0.0,0.0,32.0,0.0,7.0,0.0,0.0,54.0,0.0,11.0,0.0,0.0,121.0,23.0,75.0,2.0,44.0,0.0,Pre_flowering,TP5,RT430,Drought
SRR6764668,0.0,2.0,41.0,118.0,8.0,0.0,0.0,0.0,0.0,9.0,116.0,5.0,3.0,5.0,116.0,2.0,4.0,6.0,0.0,0.0,96.0,0.0,9.0,32.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,0.0,174.0,0.0,0.0,0.0,53.0,0.0,19.0,0.0,0.0,80.0,0.0,6.0,0.0,2.0,254.0,28.0,160.0,2.0,36.0,0.0,Pre_flowering,TP9,BT642,Recovery
SRR6764360,0.0,3.0,47.0,207.0,10.0,0.0,0.0,0.0,1.0,2.0,151.0,2.0,0.0,2.0,118.0,0.0,4.0,8.0,0.0,2.0,168.0,1.0,5.0,18.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,162.0,0.0,0.0,0.0,72.0,0.0,30.0,0.0,0.0,99.0,0.0,10.0,0.0,0.0,282.0,34.0,204.0,1.0,59.0,0.0,Pre_flowering,TP17,RT430,Recovery
SRR6764612,0.0,0.0,20.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,125.0,0.0,0.0,0.0,22.0,0.0,12.0,0.0,0.0,67.0,0.0,4.0,0.0,0.0,108.0,7.0,80.0,0.0,28.0,0.0,Control,TP10,BT642,Watrered
SRR6764990,0.0,2.0,42.0,207.0,15.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,12.0,55.0,0.0,0.0,2.0,0.0,3.0,143.0,2.0,29.0,13.0,8.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,100.0,0.0,0.0,0.0,47.0,0.0,17.0,0.0,0.0,110.0,1.0,22.0,4.0,0.0,95.0,35.0,104.0,0.0,53.0,0.0,Post_flowering,TP8,RT430,Watered
SRR6764356,5.0,4.0,41.0,283.0,19.0,0.0,0.0,2.0,2.0,12.0,197.0,0.0,5.0,11.0,61.0,0.0,0.0,2.0,0.0,9.0,148.0,0.0,20.0,17.0,1.0,5.0,13.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,4.0,84.0,0.0,25.0,0.0,0.0,121.0,2.0,6.0,4.0,0.0,179.0,66.0,227.0,15.0,63.0,0.0,Pre_flowering,TP17,BT642,Recovery
