index,D_0__Archaea;D_1__Euryarchaeota;D_2__Thermoplasmata,D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria,D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia,D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4),D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 15,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 17,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 22,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 25,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 5,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6,D_0__Bacteria;D_1__Acidobacteria;D_2__Thermoanaerobaculia,D_0__Bacteria;D_1__Actinobacteria;D_2__0319-7L14,D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria,D_0__Bacteria;D_1__Actinobacteria;D_2__MB-A2-108,D_0__Bacteria;D_1__Actinobacteria;D_2__Rubrobacteria,D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia,D_0__Bacteria;D_1__Actinobacteria;__,D_0__Bacteria;D_1__Armatimonadetes;D_2__Fimbriimonadia,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia,D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria,D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae,D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia,D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia,D_0__Bacteria;D_1__Chloroflexi;D_2__Gitt-GS-136,D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96,D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria,D_0__Bacteria;D_1__Chloroflexi;D_2__OLB14,D_0__Bacteria;D_1__Chloroflexi;D_2__P2-11E,D_0__Bacteria;D_1__Chloroflexi;D_2__TK10,D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria,D_0__Bacteria;D_1__Cyanobacteria;D_2__Sericytochromatia,D_0__Bacteria;D_1__Elusimicrobia;D_2__Lineage IIb,D_0__Bacteria;D_1__Entotheonellaeota;D_2__Entotheonellia,D_0__Bacteria;D_1__Fibrobacteres;D_2__Fibrobacteria,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli,D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__AKAU4049,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__BD2-11 terrestrial group,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Longimicrobia,D_0__Bacteria;D_1__Gemmatimonadetes;D_2__S0134 terrestrial group,D_0__Bacteria;D_1__Latescibacteria;D_2__metagenome,D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured Planctomycetales bacterium,D_0__Bacteria;D_1__Nitrospirae;D_2__Nitrospira,D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia,D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae,D_0__Bacteria;D_1__Planctomycetes;D_2__Pla4 lineage,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,D_0__Bacteria;D_1__Rokubacteria;D_2__NC10,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae,D_0__Bacteria;D_1__WPS-2;D_2__metagenome,Stage,TimePoint,Species,State
SRR6764436,0.0,0.0,30.0,113.0,22.0,0.0,2.0,0.0,6.0,7.0,114.0,2.0,0.0,3.0,85.0,0.0,4.0,4.0,0.0,0.0,128.0,0.0,34.0,22.0,5.0,2.0,6.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,4.0,0.0,171.0,0.0,0.0,2.0,71.0,2.0,17.0,0.0,0.0,83.0,4.0,12.0,0.0,0.0,147.0,39.0,181.0,6.0,43.0,0.0,Control,TP14,BT642,Watrered
SRR6764936,0.0,3.0,37.0,112.0,13.0,0.0,0.0,0.0,3.0,3.0,133.0,2.0,3.0,15.0,174.0,3.0,5.0,7.0,0.0,0.0,136.0,1.0,27.0,21.0,6.0,2.0,18.0,0.0,6.0,0.0,3.0,36.0,3.0,0.0,8.0,0.0,322.0,0.0,0.0,5.0,54.0,0.0,28.0,0.0,2.0,105.0,6.0,9.0,0.0,0.0,287.0,71.0,197.0,13.0,38.0,0.0,Post_flowering,TP9,RT430,Watered
SRR6764563,6.0,7.0,38.0,112.0,3.0,0.0,0.0,0.0,5.0,6.0,103.0,4.0,4.0,10.0,193.0,0.0,9.0,10.0,0.0,6.0,141.0,0.0,6.0,25.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,318.0,0.0,0.0,4.0,87.0,0.0,42.0,0.0,0.0,73.0,0.0,2.0,0.0,0.0,278.0,37.0,155.0,0.0,39.0,0.0,Control,TP2,BT642,Watrered
SRR6764587,4.0,0.0,57.0,205.0,22.0,0.0,2.0,2.0,0.0,6.0,208.0,6.0,2.0,10.0,137.0,0.0,8.0,12.0,2.0,4.0,152.0,0.0,39.0,45.0,0.0,3.0,21.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,18.0,0.0,287.0,0.0,0.0,2.0,116.0,0.0,37.0,0.0,0.0,143.0,5.0,15.0,7.0,2.0,399.0,76.0,277.0,9.0,96.0,0.0,Control,TP13,RT430,Watrered
SRR6764423,5.0,0.0,64.0,198.0,31.0,0.0,2.0,1.0,2.0,7.0,211.0,23.0,2.0,16.0,144.0,0.0,0.0,2.0,0.0,12.0,245.0,0.0,30.0,75.0,0.0,4.0,15.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,6.0,0.0,94.0,0.0,0.0,5.0,112.0,0.0,33.0,0.0,2.0,103.0,4.0,10.0,10.0,0.0,391.0,54.0,358.0,10.0,70.0,0.0,Control,TP15,RT430,Watrered
SRR6764474,0.0,7.0,67.0,132.0,15.0,0.0,0.0,0.0,0.0,0.0,166.0,3.0,3.0,14.0,425.0,0.0,9.0,8.0,0.0,0.0,147.0,3.0,22.0,37.0,0.0,12.0,24.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,445.0,2.0,0.0,0.0,83.0,0.0,45.0,0.0,0.0,106.0,3.0,8.0,0.0,1.0,439.0,53.0,217.0,2.0,89.0,0.0,Pre_flowering,TP12,RT430,Recovery
SRR6765077,0.0,0.0,33.0,191.0,8.0,0.0,0.0,0.0,2.0,0.0,99.0,0.0,0.0,7.0,78.0,0.0,2.0,12.0,0.0,0.0,159.0,0.0,20.0,21.0,6.0,4.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,170.0,0.0,0.0,0.0,67.0,0.0,26.0,0.0,0.0,82.0,10.0,4.0,0.0,0.0,131.0,41.0,194.0,0.0,64.0,0.0,Control,TP11,RT430,Watrered
SRR6764652,3.0,0.0,78.0,306.0,36.0,0.0,3.0,5.0,11.0,6.0,237.0,5.0,2.0,12.0,140.0,0.0,2.0,13.0,0.0,16.0,319.0,2.0,55.0,20.0,9.0,6.0,23.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,243.0,0.0,5.0,0.0,137.0,0.0,68.0,0.0,0.0,149.0,4.0,11.0,1.0,0.0,343.0,97.0,370.0,12.0,93.0,0.0,Control,TP16,RT430,Watrered
SRR6764689,0.0,0.0,50.0,227.0,18.0,0.0,0.0,0.0,0.0,3.0,156.0,2.0,4.0,11.0,308.0,6.0,10.0,26.0,0.0,4.0,158.0,0.0,9.0,26.0,0.0,3.0,16.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,518.0,2.0,0.0,0.0,87.0,0.0,45.0,0.0,0.0,135.0,0.0,5.0,0.0,3.0,361.0,64.0,192.0,5.0,99.0,0.0,Control,TP7,BT642,Watrered
SRR6764552,0.0,0.0,38.0,107.0,4.0,0.0,0.0,0.0,0.0,4.0,84.0,9.0,0.0,9.0,166.0,0.0,8.0,12.0,0.0,0.0,77.0,0.0,11.0,20.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,288.0,2.0,0.0,0.0,46.0,0.0,10.0,0.0,0.0,63.0,0.0,5.0,0.0,2.0,218.0,41.0,101.0,4.0,52.0,0.0,Pre_flowering,TP7,BT642,Drought
SRR6765074,0.0,0.0,34.0,183.0,7.0,0.0,2.0,2.0,6.0,5.0,119.0,10.0,2.0,11.0,129.0,2.0,2.0,7.0,0.0,6.0,120.0,0.0,23.0,26.0,2.0,3.0,23.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,310.0,0.0,0.0,3.0,43.0,0.0,10.0,4.0,2.0,68.0,2.0,2.0,0.0,0.0,257.0,60.0,149.0,5.0,39.0,0.0,Post_flowering,TP11,BT642,Drought
SRR6764768,0.0,4.0,45.0,150.0,20.0,0.0,3.0,0.0,4.0,6.0,109.0,2.0,0.0,19.0,151.0,0.0,6.0,4.0,0.0,0.0,105.0,2.0,12.0,22.0,6.0,6.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,249.0,0.0,0.0,2.0,55.0,0.0,40.0,0.0,0.0,65.0,0.0,6.0,0.0,0.0,192.0,59.0,138.0,8.0,51.0,0.0,Pre_flowering,TP13,RT430,Recovery
SRR6765047,0.0,0.0,45.0,197.0,10.0,0.0,0.0,0.0,2.0,7.0,115.0,0.0,0.0,7.0,158.0,0.0,6.0,9.0,0.0,2.0,89.0,2.0,29.0,18.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,11.0,0.0,303.0,0.0,0.0,0.0,57.0,0.0,20.0,0.0,0.0,132.0,0.0,3.0,0.0,0.0,247.0,75.0,116.0,2.0,27.0,0.0,Pre_flowering,TP10,RT430,Recovery
SRR6764370,4.0,5.0,50.0,165.0,12.0,0.0,0.0,0.0,0.0,0.0,157.0,9.0,0.0,6.0,191.0,0.0,8.0,14.0,0.0,5.0,148.0,2.0,6.0,24.0,2.0,12.0,23.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,8.0,2.0,345.0,0.0,0.0,0.0,108.0,0.0,28.0,0.0,0.0,103.0,4.0,6.0,0.0,0.0,306.0,18.0,136.0,2.0,82.0,0.0,Control,TP12,RT430,Watrered
SRR6764845,0.0,0.0,37.0,146.0,8.0,0.0,0.0,0.0,19.0,3.0,114.0,3.0,4.0,19.0,132.0,3.0,5.0,10.0,0.0,0.0,165.0,2.0,45.0,23.0,8.0,6.0,15.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,8.0,0.0,336.0,4.0,0.0,0.0,51.0,3.0,22.0,4.0,0.0,114.0,8.0,4.0,0.0,0.0,255.0,72.0,202.0,7.0,40.0,0.0,Post_flowering,TP10,RT430,Drought
SRR6764512,0.0,0.0,18.0,94.0,2.0,0.0,0.0,0.0,2.0,0.0,44.0,0.0,0.0,2.0,173.0,0.0,8.0,7.0,0.0,0.0,42.0,0.0,23.0,15.0,2.0,2.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,305.0,2.0,0.0,2.0,11.0,0.0,9.0,0.0,0.0,36.0,2.0,6.0,0.0,0.0,137.0,15.0,60.0,2.0,7.0,0.0,Pre_flowering,TP8,BT642,Drought
SRR6764912,6.0,8.0,13.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,4.0,2.0,4.0,177.0,0.0,0.0,4.0,0.0,0.0,91.0,0.0,10.0,16.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,295.0,0.0,0.0,0.0,34.0,0.0,17.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,167.0,47.0,79.0,2.0,35.0,0.0,Pre_flowering,TP5,BT642,Drought
SRR6764867,0.0,3.0,53.0,257.0,31.0,0.0,4.0,4.0,1.0,7.0,238.0,3.0,0.0,8.0,190.0,5.0,10.0,15.0,0.0,1.0,150.0,0.0,28.0,36.0,0.0,5.0,33.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,17.0,0.0,383.0,0.0,0.0,3.0,90.0,0.0,22.0,0.0,4.0,124.0,0.0,2.0,0.0,0.0,373.0,90.0,283.0,14.0,33.0,0.0,Control,TP11,RT430,Watrered
SRR6764443,2.0,9.0,29.0,182.0,8.0,0.0,0.0,0.0,0.0,13.0,141.0,0.0,0.0,8.0,59.0,0.0,2.0,0.0,0.0,3.0,114.0,0.0,10.0,8.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,139.0,0.0,0.0,0.0,46.0,0.0,30.0,0.0,0.0,95.0,0.0,3.0,0.0,0.0,160.0,23.0,134.0,4.0,44.0,0.0,Pre_flowering,TP15,BT642,Recovery
SRR6764418,0.0,0.0,41.0,155.0,11.0,0.0,0.0,0.0,0.0,2.0,108.0,0.0,0.0,12.0,238.0,4.0,8.0,10.0,0.0,2.0,131.0,2.0,12.0,35.0,0.0,7.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,398.0,2.0,0.0,0.0,69.0,0.0,22.0,0.0,0.0,128.0,1.0,8.0,0.0,0.0,256.0,23.0,144.0,3.0,66.0,0.0,Control,TP6,RT430,Watrered
SRR6764848,0.0,0.0,17.0,91.0,9.0,0.0,0.0,0.0,9.0,2.0,78.0,0.0,0.0,9.0,113.0,0.0,4.0,4.0,0.0,0.0,128.0,2.0,24.0,13.0,4.0,0.0,5.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,308.0,0.0,0.0,2.0,28.0,0.0,24.0,0.0,0.0,78.0,0.0,8.0,0.0,0.0,189.0,21.0,76.0,2.0,22.0,0.0,Pre_flowering,TP10,RT430,Recovery
SRR6764629,3.0,0.0,71.0,274.0,45.0,0.0,0.0,2.0,5.0,4.0,179.0,3.0,4.0,11.0,139.0,4.0,0.0,7.0,0.0,6.0,290.0,0.0,25.0,18.0,8.0,4.0,19.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,194.0,0.0,0.0,6.0,99.0,0.0,71.0,0.0,2.0,113.0,5.0,10.0,0.0,0.0,277.0,83.0,405.0,11.0,74.0,1.0,Pre_flowering,TP16,BT642,Recovery
SRR6764366,0.0,0.0,37.0,111.0,19.0,0.0,0.0,0.0,3.0,7.0,155.0,0.0,2.0,4.0,175.0,0.0,8.0,4.0,0.0,2.0,153.0,2.0,34.0,26.0,0.0,3.0,17.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,17.0,0.0,284.0,0.0,0.0,0.0,76.0,2.0,22.0,0.0,0.0,106.0,2.0,5.0,2.0,0.0,291.0,46.0,253.0,8.0,44.0,0.0,Control,TP13,BT642,Watrered
SRR6764991,1.0,10.0,23.0,104.0,4.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,2.0,99.0,0.0,0.0,4.0,0.0,0.0,104.0,0.0,9.0,11.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,176.0,0.0,0.0,0.0,42.0,0.0,10.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,122.0,25.0,106.0,0.0,22.0,0.0,Control,TP5,BT642,Watrered
SRR6764847,0.0,1.0,42.0,190.0,7.0,0.0,0.0,0.0,1.0,0.0,119.0,1.0,7.0,17.0,209.0,0.0,4.0,11.0,0.0,2.0,143.0,2.0,25.0,24.0,2.0,12.0,23.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,226.0,0.0,0.0,0.0,64.0,0.0,24.0,0.0,0.0,114.0,6.0,13.0,0.0,0.0,307.0,29.0,164.0,2.0,102.0,0.0,Post_flowering,TP16,BT642,Drought
SRR6764695,2.0,0.0,36.0,222.0,10.0,0.0,0.0,0.0,3.0,6.0,137.0,0.0,0.0,10.0,212.0,0.0,11.0,20.0,0.0,7.0,150.0,5.0,19.0,30.0,0.0,10.0,20.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,9.0,0.0,301.0,0.0,0.0,0.0,34.0,0.0,21.0,0.0,0.0,55.0,0.0,10.0,0.0,2.0,229.0,52.0,160.0,3.0,100.0,0.0,Pre_flowering,TP7,RT430,Drought
SRR6764666,2.0,0.0,34.0,75.0,2.0,0.0,0.0,0.0,3.0,11.0,91.0,0.0,0.0,13.0,173.0,0.0,2.0,4.0,0.0,0.0,77.0,0.0,14.0,18.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,283.0,3.0,0.0,6.0,38.0,0.0,27.0,0.0,0.0,81.0,0.0,2.0,0.0,0.0,242.0,25.0,141.0,2.0,43.0,0.0,Pre_flowering,TP9,RT430,Recovery
SRR6764802,6.0,11.0,26.0,127.0,2.0,0.0,0.0,0.0,5.0,0.0,60.0,0.0,2.0,9.0,141.0,0.0,2.0,2.0,0.0,0.0,87.0,0.0,2.0,11.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,352.0,0.0,0.0,0.0,46.0,0.0,31.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,220.0,40.0,88.0,4.0,44.0,0.0,Pre_flowering,TP5,RT430,Drought
SRR6764824,0.0,0.0,51.0,89.0,2.0,0.0,0.0,0.0,2.0,3.0,63.0,11.0,3.0,15.0,254.0,0.0,0.0,3.0,0.0,2.0,48.0,0.0,11.0,21.0,0.0,5.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,496.0,0.0,0.0,3.0,58.0,0.0,21.0,0.0,0.0,60.0,0.0,4.0,0.0,0.0,309.0,42.0,109.0,3.0,20.0,0.0,Control,TP1,RT431,Watrered
SRR6764352,3.0,4.0,49.0,86.0,6.0,0.0,0.0,0.0,0.0,0.0,57.0,2.0,0.0,5.0,181.0,0.0,2.0,8.0,0.0,2.0,95.0,0.0,8.0,17.0,2.0,3.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,316.0,0.0,0.0,2.0,46.0,0.0,29.0,0.0,0.0,102.0,0.0,7.0,0.0,0.0,211.0,18.0,135.0,0.0,29.0,0.0,Control,TP6,RT430,Watrered
SRR6764994,2.0,0.0,45.0,147.0,6.0,0.0,0.0,0.0,2.0,2.0,113.0,2.0,0.0,4.0,130.0,0.0,3.0,3.0,0.0,0.0,133.0,0.0,29.0,18.0,2.0,0.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,267.0,0.0,0.0,0.0,55.0,0.0,27.0,0.0,0.0,74.0,12.0,16.0,0.0,0.0,151.0,42.0,103.0,3.0,28.0,0.0,Post_flowering,TP8,BT642,Watered
SRR6764479,0.0,0.0,56.0,175.0,5.0,0.0,0.0,0.0,5.0,5.0,199.0,2.0,6.0,19.0,327.0,2.0,14.0,17.0,0.0,0.0,190.0,0.0,37.0,50.0,0.0,8.0,17.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,0.0,612.0,5.0,0.0,0.0,63.0,0.0,29.0,0.0,0.0,143.0,0.0,10.0,0.0,0.0,460.0,69.0,252.0,8.0,96.0,0.0,Post_flowering,TP12,BT642,Drought
SRR6764430,12.0,3.0,106.0,379.0,62.0,1.0,2.0,0.0,7.0,27.0,320.0,6.0,3.0,7.0,106.0,0.0,2.0,11.0,0.0,17.0,363.0,2.0,26.0,22.0,1.0,10.0,21.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,9.0,0.0,183.0,0.0,0.0,10.0,181.0,0.0,39.0,0.0,0.0,168.0,2.0,11.0,7.0,3.0,357.0,103.0,504.0,21.0,92.0,0.0,Control,TP15,BT642,Watrered
SRR6765020,0.0,0.0,34.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,9.0,327.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,10.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,516.0,0.0,0.0,0.0,9.0,0.0,18.0,0.0,0.0,66.0,0.0,6.0,0.0,0.0,321.0,4.0,91.0,0.0,38.0,0.0,Pre_flowering,TP3,BT642,Watered
SRR6764438,0.0,0.0,46.0,172.0,9.0,0.0,0.0,0.0,9.0,0.0,129.0,5.0,13.0,22.0,298.0,2.0,12.0,24.0,0.0,0.0,236.0,0.0,45.0,58.0,5.0,12.0,33.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,384.0,2.0,0.0,3.0,54.0,0.0,13.0,0.0,0.0,92.0,6.0,19.0,0.0,0.0,308.0,75.0,228.0,1.0,73.0,0.0,Post_flowering,TP14,BT642,Drought
SRR6764784,0.0,2.0,32.0,223.0,6.0,0.0,0.0,0.0,0.0,2.0,69.0,2.0,0.0,7.0,75.0,0.0,0.0,0.0,0.0,3.0,198.0,0.0,23.0,6.0,2.0,2.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,110.0,0.0,0.0,3.0,52.0,0.0,26.0,0.0,0.0,119.0,7.0,19.0,0.0,0.0,116.0,36.0,129.0,0.0,37.0,0.0,Post_flowering,TP8,BT642,Watered
SRR6764588,6.0,3.0,39.0,217.0,14.0,0.0,0.0,0.0,2.0,2.0,137.0,2.0,0.0,9.0,83.0,0.0,2.0,3.0,0.0,0.0,254.0,0.0,34.0,29.0,7.0,4.0,17.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,147.0,0.0,0.0,5.0,110.0,0.0,41.0,0.0,0.0,121.0,3.0,6.0,0.0,0.0,279.0,54.0,202.0,8.0,74.0,0.0,Control,TP13,BT642,Watrered
SRR6764675,0.0,0.0,22.0,98.0,11.0,0.0,0.0,0.0,1.0,7.0,78.0,0.0,0.0,14.0,82.0,0.0,0.0,6.0,0.0,0.0,96.0,0.0,10.0,2.0,0.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,148.0,0.0,0.0,0.0,48.0,0.0,11.0,0.0,0.0,73.0,4.0,2.0,0.0,0.0,194.0,26.0,157.0,0.0,37.0,0.0,Control,TP9,BT642,Watrered
SRR6764923,5.0,0.0,51.0,146.0,16.0,3.0,3.0,0.0,0.0,12.0,168.0,5.0,0.0,12.0,200.0,0.0,10.0,8.0,0.0,6.0,189.0,0.0,30.0,29.0,0.0,13.0,12.0,2.0,1.0,0.0,3.0,5.0,0.0,0.0,9.0,0.0,320.0,0.0,0.0,4.0,70.0,0.0,36.0,0.0,0.0,103.0,0.0,9.0,3.0,0.0,301.0,62.0,250.0,13.0,74.0,0.0,Pre_flowering,TP13,RT430,Recovery
SRR6764365,0.0,3.0,51.0,202.0,7.0,0.0,2.0,0.0,0.0,13.0,184.0,0.0,0.0,8.0,99.0,2.0,2.0,11.0,0.0,9.0,291.0,0.0,31.0,19.0,6.0,5.0,12.0,0.0,10.0,0.0,2.0,4.0,0.0,0.0,9.0,0.0,155.0,0.0,0.0,2.0,103.0,0.0,45.0,0.0,0.0,84.0,10.0,10.0,0.0,0.0,308.0,86.0,262.0,6.0,89.0,0.0,Control,TP13,RT430,Watrered
SRR6764416,0.0,2.0,46.0,131.0,5.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,7.0,159.0,0.0,3.0,8.0,0.0,0.0,90.0,0.0,5.0,18.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,323.0,0.0,0.0,0.0,81.0,0.0,23.0,0.0,0.0,76.0,0.0,3.0,0.0,0.0,223.0,28.0,113.0,0.0,27.0,0.0,Control,TP6,BT642,Watrered
SRR6764844,0.0,0.0,35.0,132.0,7.0,0.0,0.0,0.0,9.0,6.0,135.0,3.0,4.0,23.0,119.0,3.0,2.0,14.0,0.0,1.0,140.0,0.0,42.0,19.0,10.0,2.0,19.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,179.0,0.0,0.0,0.0,37.0,3.0,27.0,0.0,0.0,76.0,19.0,6.0,0.0,0.0,244.0,64.0,149.0,6.0,51.0,0.0,Post_flowering,TP10,BT642,Drought
SRR6764849,5.0,0.0,33.0,98.0,7.0,0.0,0.0,0.0,10.0,2.0,85.0,0.0,2.0,8.0,143.0,0.0,2.0,7.0,0.0,0.0,70.0,0.0,39.0,22.0,9.0,5.0,13.0,0.0,3.0,0.0,0.0,61.0,0.0,0.0,5.0,0.0,400.0,3.0,0.0,1.0,44.0,0.0,32.0,4.0,0.0,105.0,0.0,8.0,0.0,0.0,192.0,51.0,120.0,4.0,20.0,0.0,Pre_flowering,TP10,BT642,Recovery
SRR6764551,0.0,2.0,29.0,204.0,4.0,0.0,0.0,0.0,4.0,5.0,124.0,4.0,0.0,18.0,371.0,0.0,7.0,14.0,0.0,2.0,121.0,0.0,25.0,31.0,0.0,11.0,7.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,12.0,0.0,382.0,2.0,0.0,4.0,62.0,0.0,18.0,0.0,0.0,178.0,0.0,9.0,0.0,4.0,253.0,47.0,138.0,4.0,80.0,0.0,Pre_flowering,TP7,RT430,Drought
SRR6764674,0.0,4.0,22.0,78.0,4.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,10.0,93.0,0.0,4.0,2.0,0.0,0.0,69.0,0.0,0.0,12.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,159.0,2.0,0.0,0.0,38.0,0.0,19.0,0.0,0.0,62.0,0.0,2.0,0.0,0.0,176.0,14.0,83.0,2.0,31.0,0.0,Control,TP9,RT430,Watrered
